"","wbgene","gene_name","gene_id","concise_description","automated_description","gene_class_description","go_term","go_name","go_description","inside_CI","eqtl","vars","pc_vars","go_annotation"
"54","WBGene00005259","srh-36","T03D3.4","none available ","Is affected by several genes including eri-1; mir-34; and  rpn-10 based on RNA-seq and microarray studies. Is affected by fluoranthene and  allantoin based on microarray studies. Is predicted to encode a protein with the  following domain: 7TM GPCR, serpentine receptor class h (Srh). ","Serpentine Receptor, class H ","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.",TRUE,FALSE,TRUE,TRUE,NA
"55","WBGene00005259","srh-36","T03D3.4","none available ","Is affected by several genes including eri-1; mir-34; and  rpn-10 based on RNA-seq and microarray studies. Is affected by fluoranthene and  allantoin based on microarray studies. Is predicted to encode a protein with the  following domain: 7TM GPCR, serpentine receptor class h (Srh). ","Serpentine Receptor, class H ","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.",TRUE,FALSE,TRUE,TRUE,NA
"56","WBGene00005261","srh-38","C31B8.11a","none available ","Is affected by several genes including eat-2; sir-2.1; and  drh-3 based on microarray and RNA-seq studies. Is affected by resveratrol and Sirolimus  based on microarray studies. Is predicted to encode a protein with the following  domain: 7TM GPCR, serpentine receptor class h (Srh). ","Serpentine Receptor, class H ","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.",TRUE,FALSE,TRUE,TRUE,NA
"57","WBGene00005261","srh-38","C31B8.11a","none available ","Is affected by several genes including eat-2; sir-2.1; and  drh-3 based on microarray and RNA-seq studies. Is affected by resveratrol and Sirolimus  based on microarray studies. Is predicted to encode a protein with the following  domain: 7TM GPCR, serpentine receptor class h (Srh). ","Serpentine Receptor, class H ","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.",TRUE,FALSE,TRUE,TRUE,NA
"58","WBGene00005279","srh-56","R05D8.3","none available ","Is affected by several genes including eat-2; pmk-1; and  tdp-1 based on tiling array and microarray studies. Is affected by Atrazine based  on microarray studies. Is predicted to encode a protein with the following domain:  7TM GPCR, serpentine receptor class h (Srh). ","Serpentine Receptor, class H ","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.",TRUE,FALSE,TRUE,TRUE,NA
"59","WBGene00005279","srh-56","R05D8.3","none available ","Is affected by several genes including eat-2; pmk-1; and  tdp-1 based on tiling array and microarray studies. Is affected by Atrazine based  on microarray studies. Is predicted to encode a protein with the following domain:  7TM GPCR, serpentine receptor class h (Srh). ","Serpentine Receptor, class H ","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.",TRUE,FALSE,TRUE,TRUE,NA
"60","WBGene00005305","srh-84","K12D9.2","none available ","Is affected by sir-2.1 and let-60 based on microarray studies.  Is affected by resveratrol based on microarray studies. ","Serpentine Receptor, class H ",NA,NA,NA,TRUE,FALSE,TRUE,FALSE,NA
"61","WBGene00005306","srh-85","C44C3.8","none available ","Is predicted to encode a protein with the following domain:  7TM GPCR, serpentine receptor class h (Srh). ","Serpentine Receptor, class H ","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.",TRUE,FALSE,TRUE,TRUE,NA
"62","WBGene00005306","srh-85","C44C3.8","none available ","Is predicted to encode a protein with the following domain:  7TM GPCR, serpentine receptor class h (Srh). ","Serpentine Receptor, class H ","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.",TRUE,FALSE,TRUE,TRUE,NA
"63","WBGene00005307","srh-86","C44C3.4","none available ","Is affected by clk-1; lin-14; and lin-4 based on microarray  studies. ","Serpentine Receptor, class H ",NA,NA,NA,TRUE,FALSE,TRUE,FALSE,NA
"64","WBGene00005308","srh-87","H27D07.6","none available ","Is affected by several genes including clk-1; pgl-1; and  glh-1 based on tiling array; microarray; and RNA-seq studies. Is affected by four  chemicals including resveratrol; Atrazine; and dafa#1 based on microarray studies.  Is predicted to encode a protein with the following domain: 7TM GPCR, serpentine  receptor class h (Srh). ","Serpentine Receptor, class H ","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.",TRUE,FALSE,TRUE,TRUE,NA
"65","WBGene00005308","srh-87","H27D07.6","none available ","Is affected by several genes including clk-1; pgl-1; and  glh-1 based on tiling array; microarray; and RNA-seq studies. Is affected by four  chemicals including resveratrol; Atrazine; and dafa#1 based on microarray studies.  Is predicted to encode a protein with the following domain: 7TM GPCR, serpentine  receptor class h (Srh). ","Serpentine Receptor, class H ","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.",TRUE,FALSE,TRUE,TRUE,NA
"66","WBGene00005309","srh-88","C44C3.9","none available ","Is affected by several genes including eat-2; rrf-1; and  mut-2 based on microarray and tiling array studies. Is affected by four chemicals  including dibromoacetic acid; tetrabromobisphenol A; and Microcystin-LR based on  microarray studies. Is predicted to encode a protein with the following domain:  7TM GPCR, serpentine receptor class h (Srh). ","Serpentine Receptor, class H ","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.",TRUE,FALSE,TRUE,FALSE,NA
"67","WBGene00005309","srh-88","C44C3.9","none available ","Is affected by several genes including eat-2; rrf-1; and  mut-2 based on microarray and tiling array studies. Is affected by four chemicals  including dibromoacetic acid; tetrabromobisphenol A; and Microcystin-LR based on  microarray studies. Is predicted to encode a protein with the following domain:  7TM GPCR, serpentine receptor class h (Srh). ","Serpentine Receptor, class H ","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.",TRUE,FALSE,TRUE,FALSE,NA
"68","WBGene00005344","srh-127","F37B4.1","none available ","Is expressed in pharyngeal neurons and sensory neurons. Is  predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor  class h (Srh). ","Serpentine Receptor, class H ","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.",TRUE,FALSE,TRUE,TRUE,NA
"69","WBGene00005344","srh-127","F37B4.1","none available ","Is expressed in pharyngeal neurons and sensory neurons. Is  predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor  class h (Srh). ","Serpentine Receptor, class H ","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.",TRUE,FALSE,TRUE,TRUE,NA
"70","WBGene00005362","srh-146","C31B8.3","none available ","Is affected by clk-1; dpy-21; and alg-1 based on microarray  and RNA-seq studies. Is predicted to encode a protein with the following domain:  7TM GPCR, serpentine receptor class h (Srh). ","Serpentine Receptor, class H ","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.",TRUE,FALSE,TRUE,TRUE,NA
"71","WBGene00005362","srh-146","C31B8.3","none available ","Is affected by clk-1; dpy-21; and alg-1 based on microarray  and RNA-seq studies. Is predicted to encode a protein with the following domain:  7TM GPCR, serpentine receptor class h (Srh). ","Serpentine Receptor, class H ","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.",TRUE,FALSE,TRUE,TRUE,NA
"72","WBGene00005400","srh-185","C50H11.7","none available ","Is affected by several genes including sir-2.1; pgl-1; and  nhr-25 based on microarray and RNA-seq studies. Is affected by Rifampin; Psoralens;  and resveratrol based on RNA-seq and microarray studies. Is predicted to encode  a protein with the following domain: 7TM GPCR, serpentine receptor class h (Srh). ","Serpentine Receptor, class H ","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.",TRUE,FALSE,TRUE,TRUE,NA
"73","WBGene00005400","srh-185","C50H11.7","none available ","Is affected by several genes including sir-2.1; pgl-1; and  nhr-25 based on microarray and RNA-seq studies. Is affected by Rifampin; Psoralens;  and resveratrol based on RNA-seq and microarray studies. Is predicted to encode  a protein with the following domain: 7TM GPCR, serpentine receptor class h (Srh). ","Serpentine Receptor, class H ","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.",TRUE,FALSE,TRUE,TRUE,NA
